source_id,source_name,source_type,agency_or_org,subagency,jurisdiction,federal_or_state_or_private,state_if_applicable,url,monitoring_method,scraper_difficulty,robots_or_terms_risk,native_relevance,eligibility_classes,federal_recognition_required,state_recognition_supported,software_cost_allowability,program_examples,deadline_pattern,update_frequency,data_format,has_api,has_rss_or_email,requires_login,notes,priority_tier,registry_status,monitoring_status,terms_status,state_scope_status,eligibility_status,allowability_status,activation_blocked_reasons
IMLS-CURRENT-FY-NOFO-LIST-E050CD,IMLS Current-FY NOFO List,html-index,IMLS,Office of Library Services / Museum Services,federal,federal,,https://www.imls.gov/find-funding/how-to-apply/funding-opportunities,PDF/NOFO page monitor,medium (deadlines live in PDFs),OK,high,tribe (Alaska Native village/corp); nh-nonprofit for NHLS,YES (NAB/NAE),NO,sometimes-allowable-depends-on-NOFO,"fy26-ols-nab, fy26-ols-nae, fy26-ols-nh, fy26-oms-nanh",historical: NAB ~early Feb; NAE/NHLS ~Apr 1. FY26 actuals UNKNOWN,FY26 NOFOs posted Jan 2026,HTML + PDF,no,yes (GovDelivery),no,"IMLS IS UP and FY26 Native NOFOs ARE posted — but /grants/available/* program pages STILL SHOW FY2025 DEADLINES. DO NOT scrape deadlines from those pages; parse the PDFs. rss.xml returned empty. Eligibility inverts NIFA: ""Indian tribes and Alaska Native villages and corporations are eligible… libraries, museums, schools, TRIBAL COLLEGES… are not eligible applicants."" NHLS runs on 20 USC 7517(2) and needs a NONPROFIT, not a government. Unexamined signal: ""IMLS is Moving"" (Feb 17 2026). [research lane: Research funding]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
DOI-NPS-NAGPRA,NAGPRA Grants,program_page,Interior,National Park Service,United States,federal,,https://www.nps.gov/subjects/nagpra/grants.htm,PDF/NOFO page monitor,low,OK,Very high,Tribes; Native Hawaiian organizations; museums; NOFO controls,Varies,No,Sometimes allowable depending on NOFO/budget category,Consultation/documentation/repatriation grants,Annual/periodic,Monthly,HTML/PDF,No,Yes,No,[research lane: seed-v1],Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
NATIVE-AMERICAN-SERVING-NONT-937C0F,"Native American-Serving Nontribal Institutions (NASNTI, Title III-F)",grant program,ED,Office of Postsecondary Education,federal,federal,,https://www.ed.gov/grants-and-programs/grants-special-populations/grants-native-americans-alaskan-natives-and-pacific-islanders/native-american-serving-nontribal-institutions-program,static HTML page monitor,low,OK,high,native-serving-nonprofit;state-or-local-govt-serving-natives,no,n/a,unclear,capacity to serve Native Americans and low-income individuals,UNKNOWN,UNKNOWN,HTML,no,email,no,"Verbatim from index page: ""Provides grants and assistance to nontribal institutions to improve and expand their capacity to serve Native Americans and low-income individuals."" Institution-level, not tribe-level - reaches the native-serving-entity segment. Program page not directly fetched. [research lane: DOJ/DHS/ED/DOL/SBA]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
NATIVE-HAWAIIAN-EDUCATION-PR-D023C8,Native Hawaiian Education Program (84.362A),grant program,ED,OESE,federal,federal,,https://www.ed.gov/grants-and-programs/grants-special-populations/grants-native-americans-alaskan-natives-and-pacific-islanders/native-hawaiian-education-84362a,static HTML page monitor,low,OK,high,native-nonprofit;native-serving-nonprofit;consortium-with-tribal-partner,no,n/a,unclear,innovative education programs for Native Hawaiians,UNKNOWN,UNKNOWN,HTML,no,email,no,ALN 84.362A confirmed from URL slug. Native Hawaiians are not federally recognized tribes; federal-recognition test does not apply. Program page not directly fetched - details UNKNOWN. [research lane: DOJ/DHS/ED/DOL/SBA],Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
DOI-BOR,Nature-Based Solutions and Native American Affairs,agency_page,Interior,Bureau of Reclamation,Western United States,federal,,https://www.usbr.gov/native/,static HTML page monitor,medium,OK,High,Federally recognized tribes; tribal partners; program controls,Often,Usually no,Sometimes allowable depending on NOFO/budget category,Tribal water technical assistance,Periodic,Monthly,HTML/PDF,No,UNKNOWN,No,Geographically/program limited [research lane: seed-v1],Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
NIH-GUIDE-RSS-BC9C03,NIH Guide RSS,rss,HHS,NIH,federal,federal,,https://grants.nih.gov/grants/guide/newsfeed/fundingopps.xml,RSS/feed monitor,low,OK,high,NA,NA,NA,UNKNOWN,N CREW Native Collective Research Effort to Enhance Wellness (NOT-DA-26-011/012),per_notice,daily_claimed_but_thin,RSS_XML,no,yes,no,"WARNING: live feed returned only ONE item while weekly index showed different content - lagging, not a sole ingest path; RSS 2.0 ISO-8859-1 [research lane: API/monitoring layer]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
NIH-REPORTER,NIH RePORTER,award_database,HHS,NIH,United States,federal,,https://api.reporter.nih.gov/,API monitor,low,TERMS_REVIEW_REQUIRED,Medium,Research award recipients,Varies,Varies,Not applicable,NIH awards,Rolling,Weekly,JSON,Yes,No,No,[research lane: seed-v1],Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
NIH-REPORTER-API-E82D6A,NIH RePORTER API,api,NIH,n/a,federal,federal,,https://api.reporter.nih.gov,API monitor,low,TERMS_REVIEW_REQUIRED,medium,n/a (awards intelligence),n/a,n/a,n/a,historical NARCH/TCUP/tribal awardees,n/a,continuous; data from 1/1/2011,JSON,yes (OpenAPI 3.0.1 VERIFIED),no,no,"No auth per the spec (no securitySchemes) — inferred, GET-only tool could not POST. Rate guidance quoted: ""no more than one URL request per second,"" bulk jobs weekends or 9PM-5AM EST, or ""administrators may block your IP."" limit is CONTRADICTORY: docs say max 500, spec says 50 — assume 50. Join to NOFOs via opportunity_numbers. No tribal flag exists. RETROSPECTIVE ONLY. [research lane: Research funding]",Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
DOC-NOAA,NOAA Funding Opportunities,agency_grant_page,Commerce,NOAA,United States,federal,,https://www.noaa.gov/organization/information-technology/funding-opportunities,static HTML page monitor,medium,OK,High,Tribes; nonprofits; research entities; NOFO controls,Varies,Varies,Sometimes allowable depending on NOFO/budget category,Climate resilience; fisheries; habitat,Recurring,Weekly,HTML/PDF,No,Yes,No,[research lane: seed-v1],Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
NOAA-SEA-GRANT-FUNDING-876BE6,NOAA Sea Grant Funding,program-page,NOAA,OAR / National Sea Grant,federal + 34 state programs,federal,,https://seagrant.noaa.gov/opportunities/funding/,static HTML page monitor,low,OK,medium,"tribal-org (within a collaborative), tribe",UNKNOWN,UNKNOWN,unclear,"Young Fishermen's (closed); American Lobster Initiative (open, Aug 28 2026)",per-competition,modified 2026-08-17; zero open at fetch,HTML + RSS,no,"yes (feed VERIFIED but it is NEWS, not funding)",no,"KEY STRUCTURAL FINDING: national office had ZERO open opportunities while linking 34 state/consortium programs running their own RFPs on .edu/.org domains — one verified open with explicit ""tribal entity"" eligibility. GRANTS.GOV-ONLY INGESTION MISSES THIS ENTIRE TIER. Also: on-page notice that DEIA factors are now EXCLUDED from FY25 proposal evaluation. eRA Commons registration additionally required to apply. [research lane: Research funding]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
NPS-HISTORIC-PRESERVATION-FU-703D44,NPS Historic Preservation Fund hub,funding index page,DOI,National Park Service / STLPG,federal,federal,,https://www.nps.gov/subjects/historicpreservationfund/index.htm,static HTML page monitor,low,OK,native-eligible-among-others,"federally-recognized-tribe, tribal-government, state-or-local-govt-serving-natives",varies by sub-program,UNKNOWN,unclear,"Tribal Heritage Grants, THPO formula grants, competitive project grants, Disaster Recovery",mixed formula and competitive,quarterly,HTML,no,yes (bulletin-update.htm),no,Splits formula-grants.htm vs project-grants.htm; the gateway for discovering newly tribal-eligible HPF competitions [research lane: DOI/HHS + SC + philanthropy],Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
NPS-HPF-GRANTS-EMAIL-BULLETI-12A869,NPS HPF grants email bulletin,newsletter/listserv,DOI,National Park Service / STLPG,federal,federal,,https://www.nps.gov/subjects/historicpreservationfund/bulletin-update.htm,email bulletin/manual intake,low,OK,native-priority,n/a,n/a,n/a,n/a,"Tribal Heritage Grants, THPO, HPF competitions",rolling,varies,email,no,yes,subscription,Sign Up to Receive Information About Grants verified on the THG page; THG also links via t1.info.nps.gov confirming a GovDelivery-style distribution [research lane: DOI/HHS + SC + philanthropy],Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,requires_login:subscription;monitoring_not_started
NPS-NAGPRA-GRANTS-2C9DC5,NPS NAGPRA Grants,program page,DOI,National Park Service / NAGPRA Program,federal,federal,,https://www.nps.gov/subjects/nagpra/grants.htm,static HTML page monitor,low,OK,native-priority,"federally-recognized-tribe, tribal-government, native-nonprofit, native-serving-nonprofit",yes for Tribes; museums eligible separately,appears excluded,sometimes-allowable-depends-on-NOFO,Consultation/Documentation grants; Repatriation grants (ALN 15.922),page defers to grants.gov; annual,annual,HTML,no,yes (via grants.gov saved search),no,ALN 15.922 verified on page. Eligibility includes MUSEUMS alongside Indian Tribes and Native Hawaiian organizations - a native-only eligibility filter will mis-tag this program. Statutory basis 25 USC 3008 quoted. Award history database at apps.cr.nps.gov/nagprapublic/home/grant covers 1994-present [research lane: DOI/HHS + SC + philanthropy],Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
NPS-THPO-FORMULA-GRANTS-DEF9EE,NPS THPO Formula Grants,program page,DOI,National Park Service / STLPG,federal,federal,,https://www.nps.gov/subjects/historicpreservationfund/thpo-grants.htm,static HTML page monitor,low,OK,native-exclusive,"federally-recognized-tribe, tribal-government",yes,appears excluded,unclear,THPO annual formula grants,annual formula,annual,HTML,no,yes (HPF bulletin),no,Link verified present on the THPO program page; page itself not fetched. Formula rather than competitive per HPF hub wording [research lane: DOI/HHS + SC + philanthropy],Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
USDA-NRCS,NRCS Tribal Assistance,tribal_affairs_page,USDA,NRCS,United States,federal,,https://www.nrcs.usda.gov/about/partnerships/tribal-assistance,static HTML page monitor,low,OK,High,Tribes; Native producers; partners; program controls,Varies,Varies,Sometimes allowable depending on program,Conservation programs; agreements,Recurring,Monthly,HTML/PDF,No,UNKNOWN,No,[research lane: seed-v1],Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
NSF-AISL-ARCHIVED-81FB4A,NSF AISL (archived),program-page,NSF,EDU,federal,federal,,https://www.nsf.gov/funding/opportunities/aisl-advancing-informal-stem-learning,RSS/feed monitor,low,OK,high,"tribe, native-nonprofit, ihe",YES (25 USC 5130-5131),NO (excluded by definition),likely-allowable,NSF 24-601,none — ARCHIVED,archived May 2026,HTML,no,via NSF RSS,no,"ARCHIVED, no successor named. But it is the BEST tribal/Native-nonprofit eligibility language at NSF: ""Non-profit, Non-academic Organizations, and Tribal Nations as core to the program's Broadening Participation."" Worth a standing watch — reissue would be high-value. pims_id 504793. [research lane: Research funding]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
NSF-UPCOMING-DUE-DATES-RSS-59C55A,NSF Upcoming Due Dates RSS,rss,NSF,all directorates,federal,federal,,https://www.nsf.gov/rss/rss_www_funding_upcoming.xml,RSS/feed monitor,low,TERMS_REVIEW_REQUIRED,medium,"tribal-college, ihe",varies,no,likely-allowable,TCUP appeared in feed during fetch,carries deadline TYPE + date,continuous,RSS/XML,no,yes (VERIFIED),no,VERIFIED WORKING. Carries deadline semantics (Deadline vs Target vs Window) — valuable. CAVEAT: 30-DAY HORIZON ONLY; insufficient as a sole source. [research lane: Research funding],Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
NASA-NSPIRES,NSPIRES,research_opportunity_portal,NASA,,United States,federal,,https://nspires.nasaprs.com/,search endpoint monitor,high,TERMS_REVIEW_REQUIRED,Medium,Research institutions; applicant rules vary,Varies,Varies,Sometimes allowable depending on NOFO/budget category,ROSES; STEM engagement,Rolling,Weekly,HTML/PDF,UNKNOWN,Yes,Varies,Manual intake until terms review [research lane: seed-v1],Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;requires_login:Varies;monitoring_not_started
OVW-TRIBAL-JURISDICTION-PROG-1BEE70,OVW Tribal Jurisdiction Program (STCJ),grant program,DOJ,OVW Tribal Affairs Division,federal,federal,,https://www.justice.gov/ovw/funding-opportunities,PDF/NOFO page monitor,low,OK,very high,federally-recognized-tribe;tribal-government;consortium-with-tribal-partner,yes,no,unclear,planning/implementing special tribal criminal jurisdiction,annual; FY26 marked CLOSED,annual,HTML + PDF,no,email,no,"Verified CLOSED for FY26. Eligible: tribal governments with jurisdiction over Indian country or occupying Alaska Native villages. FY25: 8 awards / $7,054,815. Authorized 25 U.S.C. 1304(h)(2). Separate STCJ Reimbursement Program exists. [research lane: DOJ/DHS/ED/DOL/SBA]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
RECLAMATION-NATIVE-AMERICAN-530214,Reclamation Native American Affairs hub,agency landing page,DOI,Bureau of Reclamation / NAIAO,federal (17 Western States),federal,,https://www.usbr.gov/native/,static HTML page monitor,low,OK,native-exclusive,"federally-recognized-tribe, tribal-government",yes,appears excluded,likely-allowable,NAA TAP; Indian Water Rights Settlements; PL 93-638 Program; Tribal Domestic Water Supplies,rolling announcements,monthly,HTML,no,yes (RSS index linked),no,Carries an Announcements / Funding Opportunity block that caught the $6M Colorado River Basin drought notice. Geographic scope limit: 17 Western States only - never surface to an Eastern customer [research lane: DOI/HHS + SC + philanthropy],Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
RECLAMATION-RSS-FEED-INDEX-3E37EE,Reclamation RSS feed index,RSS feed,DOI,Bureau of Reclamation,federal,federal,,https://www.usbr.gov/newsroom/rssxml/rssfeeds.html,RSS/feed monitor,low,OK,native-eligible-among-others,n/a,n/a,n/a,n/a,Reclamation news releases including tribal awards,continuous,daily,RSS/XML,no,yes,no,Feed INDEX page verified in the usbr.gov footer; individual feed URLs not yet enumerated [research lane: DOI/HHS + SC + philanthropy],Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
REGULATIONS-GOV-API-V4-EC2949,Regulations.gov API v4,api,GSA,eRulemaking Program,federal,federal,,https://open.gsa.gov/api/regulationsgov/,API monitor,low,TERMS_REVIEW_REQUIRED,medium,NA,NA,NA,UNKNOWN,tribal consultation dockets,comment_period,daily,JSON,yes,no,yes_for_key,X-Api-Key required; DEMO_KEY explicitly not for production; Commenting API 50/min + 500/hr; GET default limit UNKNOWN (api.data.gov rate-limit page returned empty); lastModifiedDate pagination workaround in beta; robots.txt allows everything (empty Disallow); POST comment use triggers binding Terms of Participation [research lane: API/monitoring layer],Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;requires_login:yes_for_key;monitoring_not_started
SAFE-STREETS-AND-ROADS-FOR-A-A7DBA0,Safe Streets and Roads for All (SS4A),program,DOT,Office of the Secretary / Office of Infrastructure Deployment,national,federal,,https://www.transportation.gov/grants/SS4A,static HTML page monitor,low,OK,tribal-eligible (not native-exclusive),"federally-recognized-tribe, tribal-government, state-or-local-govt-serving-natives (MPOs, political subdivisions)",yes,"no — only ""Federally recognized Tribal governments"" listed",sometimes-allowable-depends-on-NOFO,"Planning and Demonstration Grants (Action Plans, supplemental safety planning, safety demonstration); Implementation Grants","annual FY22–FY26; FY26 NOFO CLOSED 2026-05-26 17:00 EDT; ""approximately $1 billion is still available for the next funding round"" (round unannounced)",annual; page updated 2026-05-27,HTML + PDF fact sheet,no,inline email-updates form on page,Grants.gov to apply,"$5B IIJA over FY2022–2026; $3.9B awarded to 2,000+ communities to date. FY25: $982,231,998 to 521 communities announced 2025-12-23 (454 planning/demo + 67 implementation); ""Over $340,904,546… benefits communities in rural and Tribal areas."" Implementation Grants REQUIRE an existing eligible Action Plan; pre-application Action Plan review available. Planning squarely eligible; software not named. [research lane: DOE/EPA/DOT]",Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,requires_login:Grants.gov to apply;monitoring_not_started
